1;2023-06-02 22:55;12;730332;
2;2023-06-02 22:55;12;746308;
3;2023-06-02 22:55;12;761617;
4;2023-06-02 22:55;12;776911;
5;2023-06-02 22:55;12;792698;
6;2023-06-02 22:55;12;808755;
7;2023-06-02 22:55;12;824470;
8;2023-06-02 22:55;12;840319;
9;2023-06-02 22:55;12;855878;
10;2023-06-02 22:55;12;871722;
11;2023-06-02 22:55;12;887249;
12;2023-06-02 22:55;12;902976;
13;2023-06-02 22:55;12;918116;
14;2023-06-02 22:55;12;934015;
15;2023-06-02 22:55;12;949248;
16;2023-06-02 22:55;12;964448;
17;2023-06-02 22:55;12;979715;
18;2023-06-02 22:55;12;995199;
19;2023-06-02 22:55;13;010833;
20;2023-06-02 22:55;13;026402;
21;2023-06-02 22:55;13;042680;
22;2023-06-02 22:55;13;057224;
23;2023-06-02 22:55;13;072802;
24;2023-06-02 22:55;13;088411;
25;2023-06-02 22:55;13;104813;
26;2023-06-02 22:55;13;120344;
27;2023-06-02 22:55;13;136022;
28;2023-06-02 22:55;13;152069;
29;2023-06-02 22:55;13;167415;
30;2023-06-02 22:55;13;183023;
31;2023-06-02 22:55;13;198358;
32;2023-06-02 22:55;13;214218;
33;2023-06-02 22:55;13;229451;
34;2023-06-02 22:55;13;245327;
35;2023-06-02 22:55;13;260442;
36;2023-06-02 22:55;13;276476;
37;2023-06-02 22:55;13;291931;
38;2023-06-02 22:55;13;307704;
39;2023-06-02 22:55;13;323233;
40;2023-06-02 22:55;13;338887;
41;2023-06-02 22:55;13;354576;
42;2023-06-02 22:55;13;369948;
43;2023-06-02 22:55;13;385982;
44;2023-06-02 22:55;13;401445;
45;2023-06-02 22:55;13;416719;
46;2023-06-02 22:55;13;432766;
47;2023-06-02 22:55;13;448669;
48;2023-06-02 22:55;13;464270;
49;2023-06-02 22:55;13;479540;
50;2023-06-02 22:55;13;495456;
51;2023-06-02 22:55;13;511436;
52;2023-06-02 22:55;13;526798;
53;2023-06-02 22:55;13;542591;
54;2023-06-02 22:55;13;558612;
55;2023-06-02 22:55;13;574081;
56;2023-06-02 22:55;13;590029;
57;2023-06-02 22:55;13;605895;
58;2023-06-02 22:55;13;621439;
59;2023-06-02 22:55;13;636760;
60;2023-06-02 22:55;13;652449;
61;2023-06-02 22:55;13;668427;
62;2023-06-02 22:55;13;683776;
63;2023-06-02 22:55;13;699377;
64;2023-06-02 22:55;13;714830;
65;2023-06-02 22:55;13;730387;
66;2023-06-02 22:55;13;745913;
67;2023-06-02 22:55;13;761602;
68;2023-06-02 22:55;13;777149;
69;2023-06-02 22:55;13;792636;
70;2023-06-02 22:55;13;807927;
71;2023-06-02 22:55;13;824164;
72;2023-06-02 22:55;13;839626;
